id,name
1140,Random Potion Oy
1141,coder2k
1142,KrupinskiArt
1143,Dreamlight Games Studios SL
1144,CinemaComics Entertainment
1145,Evols
1146,Game Cooks
1147,Rising Star Games
1148,Cream Digital Inc.
1149,Mitsumaro
1150,HUNTERS
1151,Night Whale
1152,FlagmanJeremy
1153,PM Studios
1154,inc.
1155,Humble Games
1156,480 Games
1157,Red Level Games
1158,Appscurve Studios
1159,Carlos Julián López García
1160,Jose Daniel López García
1161,Alfredo marin
1162,Viva Games
1163,Phat Phrog Studios
1164,ATLUS USA
1165,AlephOneHalf
1166,digit_MT68
1167,Gravity Whale Games
1168,Gameplay Studio VR
1169,Tripp
1170,Kagura Games
1171,Gravity Interactive
1172,Aurora - Mídia & Games
1173,CE-Asia
1174,Dnovel
1175,Dmitriy Mamaev
1176,KIMIDORI SOFT
1177,AnimicGame
1178,Strongkid
1179,Great Potion Games
1180,Luke Palmer
1181,APRILGAMESTUDIOS
1182,So It Appears
1183,INC.
1184,bing
1185,Colossus Game Studio
1186,My Way Games
1187,Ivan Panasenko
1188,LFR Games
1189,bilibili
1190,TigerQiuQiu
1191,夕
1192,Pedro Gilabert
1193,Gamepires
1194,Indie Wizards
1195,Introversion Software
1196,Kavorka Play
1197,Kurechii
1198,Hades Digital
1199,Marvelous Games
1200,RigidBody Tech LLC
1201,Small is Beautiful Studio inc.
1202,ALL IN DIGTAL CO.
1203,buffalo buffalo buffalo
1204,ZKW
1205,increpare games
1206,Hunter Software
1207,1MP
1208,National Spork LLC
1209,Marvelous
1210,Crew Lab
1211,GGaming
1212,BLAV
1213,MadRock
1214,Aries
1215,Vive Studios
1216,Ruffleneck
1217,Mature Games
1218,Gilligames
1219,Natsume Inc.
1220,Khud0
1221,Ubisoft Entertainment
1222,No More Robots
1223,Game Fruit
1224,Fewjix
1225,Baylor University Game Studios
1226,Arrogant Pixel
1227,Claws Up Games
1228,JKGames
1229,Ali
1230,Unk games
1231,H2 Interactive Co.
1232,ときてっと
1233,Astero
1234,EpicScapes
1235,SmashGames
1236,AlluGarage
1237,DSQ
1238,KuKo
1239,Lag Studios
1240,Fireshine Games
1241,Tensei Games
1242,PixelTail Games
1243,Argus Games
1244,Snare Games
1245,Thalamus Digital
1246,Fred Sauer
1247,NetEase Games Montréal
1248,PNUMIA Entertainment
1249,platypurplestudios
1250,Zen Studios
1251,Sascha Hopstein
1252,Mastertronic
1253,Bl4ck?
1254,Renaissance Game Studio
1255,BrashMonkey
1256,Colossal Wreck
1257,CCS
1258,Bemami
1259,Rojeh
1260,此世工作室
1261,Kucki
1262,HMB-Studio
1263,MLG Games
1264,MMUK GAMES
1265,kamti
1266,Chucklefish
1267,Rainbirth SL
1268,slizer88
1269,Tall James Games
1270,You Cannot Defend
1271,Tuomo's games
1272,Frogwares
1273,INDIECN
1274,Brainbox.cc
1275,Sierra
1276,catbull
1277,Ironward
1278,TheBigYellowSkip
1279,blue sky
1280,CBE software
1281,KAYDEM Studio
1282,Frostcloud Studios
1283,Aldorlea Games
1284,Knight and Ninja Games
1285,Dark Screen Games
1286,Studio TAPAS
1287,MANDT VR
1288,Raw Orange Studios Limited 🍊🎮
1289,Adam DeLease
1290,SOFTSTAR ENTERTAINMENT
1291,KazakovStudios
1292,Oneiric Worlds
1293,BD MINIGAMES
1294,Brain Blinks
1295,NS
1296,BUL GAMES
1297,Dylan Loney
1298,rdein
1299,DCELL GAME STUDIO
1300,绝世锋芒MG
1301,Phoenix Reborn Games
1302,Coffee Stain Publishing
1303,OutOfTheBit Ltd
1304,Duck INC
1305,Daniel Agerman
1306,Minimol Games
1307,Eggcode
1308,ChaosPainter
1309,Gabriel Aldridge
1310,Brian Macumber
1311,No Rules Make Game
1312,FlairBot Games
1313,DZTFIX
1314,Modularity
1315,WhisperGames
1316,Valorware
1317,Xlab Digital
1318,泥亾
1319,Matt Lloyd
1320,Brock Soicher
1321,Adventuresity
